,Unnamed: 0,Equation Number,eqn,soln,metrics
76,76,97,"((-1x - 2) - 3x) = (-4)
","((-1x - 2) - 3x) = (-4)
|((-1x - 3x) - 2) = (-4)|((((-1) - 3) * x) - 2) = (-4)|((((-1) - 3) * x) + (-2)) = (-4)|(((((-1) - 3) * x) + (-2)) - (-2)) = ((-4) - (-2))|((((-1) - 3) * x) + ((-2) - (-2))) = ((-4) - (-2))|(-4x + ((-2) - (-2))) = ((-4) - (-2))|(-4x + 0) = ((-4) - (-2))|-4x = ((-4) - (-2))|(x * (-4)) = ((-4) - (-2))|((x * (-4)) / (-4)) = (((-4) - (-2)) / (-4))|(x * ((-4) / (-4))) = (((-4) - (-2)) / (-4))|(x * ((-4) / (-4))) = ((-2) / (-4))|(x * 1) = ((-2) / (-4))|x = ((-2) / (-4))|x = [1/2]",28
77,77,98,"-1x = ((-2) - 3)
","-1x = ((-2) - 3)
|(x * (-1)) = ((-2) - 3)|((x * (-1)) * (-1)) = (((-2) - 3) * (-1))|(x * ((-1) * (-1))) = (((-2) - 3) * (-1))|(x * 1) = (((-2) - 3) * (-1))|x = (((-2) - 3) * (-1))|x = ((-5) * (-1))|x = 5",14
78,78,99,"(-1) = ((-2) + (3 / x))
","(-1) = ((-2) + (3 / x))
|(-1) = ((3 / x) + (-2))|((-1) - (-2)) = (((3 / x) + (-2)) - (-2))|1 = (((3 / x) + (-2)) - (-2))|1x = ((((3 / x) + (-2)) - (-2)) * x)|1x = (x * (((3 / x) + (-2)) - (-2)))|x = (x * (((3 / x) + (-2)) - (-2)))|x = (x * ((3 / x) + ((-2) - (-2))))|x = (x * ((3 / x) + 0))|x = (x * (3 / x))|x = ((x * 3) / x)|x = (3x / x)|x = (3 * (x / x))|x = (3 * 1)|x = 3",30
79,79,100,"x = (((-1) + 2) / 3)
","x = (((-1) + 2) / 3)
|x = (1 / 3)|x = [1/3]",4
80,80,101,"((1 + 2x) - 3) = -4x
","((1 + 2x) - 3) = -4x
|(((1 + 2x) - 3) - 2x) = (-4x - 2x)|(-4x - 2x) = (((1 + 2x) - 3) - 2x)|(((-4) - 2) * x) = (((1 + 2x) - 3) - 2x)|(((-4) - 2) * x) = (((1 + 2x) - 2x) - 3)|(((-4) - 2) * x) = ((1 + (2x - 2x)) - 3)|(((-4) - 2) * x) = ((1 + 0) - 3)|(((-4) - 2) * x) = (1 - 3)|-6x = (1 - 3)|(x * (-6)) = (1 - 3)|((x * (-6)) / (-6)) = ((1 - 3) / (-6))|(x * ((-6) / (-6))) = ((1 - 3) / (-6))|(x * 1) = ((1 - 3) / (-6))|x = ((1 - 3) / (-6))|x = ((-2) / (-6))|x = [1/3]",31
81,81,102,"-1x = ((2 / x) * x)
","-1x = ((2 / x) * x)
|(-1x * (-1)) = (((2 / x) * x) * (-1))|(-1x * (-1)) = ((x * (2 / x)) * (-1))|((x * (2 / x)) * (-1)) = (-1x * (-1))|((x * (2 / x)) * (-1)) = ((-1) * -1x)|(((x * 2) / x) * (-1)) = ((-1) * -1x)|((2x / x) * (-1)) = ((-1) * -1x)|((2 * (x / x)) * (-1)) = ((-1) * -1x)|((2 * (x / x)) * (-1)) = (((-1) * (-1)) * x)|((2 * (x / x)) * (-1)) = 1x|((2 * (x / x)) * (-1)) = x|x = ((2 * (x / x)) * (-1))|x = ((2 * 1) * (-1))|x = (2 * (-1))|x = (-2)",33
82,82,103,"((-1) - 2) = (3x - 4x)
","((-1) - 2) = (3x - 4x)
|(3x - 4x) = ((-1) - 2)|((3 - 4) * x) = ((-1) - 2)|-1x = ((-1) - 2)|(x * (-1)) = ((-1) - 2)|((x * (-1)) * (-1)) = (((-1) - 2) * (-1))|(x * ((-1) * (-1))) = (((-1) - 2) * (-1))|(x * 1) = (((-1) - 2) * (-1))|x = (((-1) - 2) * (-1))|x = ((-3) * (-1))|x = 3",21
83,83,104,"1 = (((-2) / x) + 3)
","1 = (((-2) / x) + 3)
|(1 - 3) = ((((-2) / x) + 3) - 3)|(-2) = ((((-2) / x) + 3) - 3)|((-2) / (-2)) = (((((-2) / x) + 3) - 3) / (-2))|(((-2) / (-2)) * x) = ((((((-2) / x) + 3) - 3) / (-2)) * x)|1x = ((((((-2) / x) + 3) - 3) / (-2)) * x)|x = ((((((-2) / x) + 3) - 3) / (-2)) * x)|x = (((((-2) / x) + (3 - 3)) / (-2)) * x)|x = (((((-2) / x) + 0) / (-2)) * x)|x = ((((-2) / x) / (-2)) * x)|x = (x * (((-2) / x) / (-2)))|x = ((x * ((-2) / x)) / (-2))|x = (((x * (-2)) / x) / (-2))|x = ((-2x / x) / (-2))|x = (((-2) * (x / x)) / (-2))|x = (((-2) * 1) / (-2))|x = ((-2) / (-2))|x = 1",38
84,84,105,"1x = 2
","1x = 2
|x = 2",2
85,85,106,"(1 - 2) = 3x
","(1 - 2) = 3x
|3x = (1 - 2)|(x * 3) = (1 - 2)|(x * 3) = (-1)|((x * 3) / 3) = ((-1) / 3)|(x * (3 / 3)) = ((-1) / 3)|(x * 1) = ((-1) / 3)|x = ((-1) / 3)|x = ([-1/3])",15
86,86,107,"(1x + 2) = ((-3) + 4x)
","(1x + 2) = ((-3) + 4x)
|((1x + 2) - 2) = (((-3) + 4x) - 2)|(((1x + 2) - 2) - 4x) = ((((-3) + 4x) - 2) - 4x)|((1x + (2 - 2)) - 4x) = ((((-3) + 4x) - 2) - 4x)|((1x + 0) - 4x) = ((((-3) + 4x) - 2) - 4x)|((1x + 0) - 4x) = ((((-3) + 4x) - 4x) - 2)|((1x + 0) - 4x) = (((-3) + (4x - 4x)) - 2)|((1x + 0) - 4x) = (((-3) + 0) - 2)|((1x + 0) - 4x) = ((-3) - 2)|(1x - 4x) = ((-3) - 2)|((1 - 4) * x) = ((-3) - 2)|-3x = ((-3) - 2)|(x * (-3)) = ((-3) - 2)|((x * (-3)) / (-3)) = (((-3) - 2) / (-3))|(x * ((-3) / (-3))) = (((-3) - 2) / (-3))|(x * 1) = (((-3) - 2) / (-3))|x = (((-3) - 2) / (-3))|x = ((-5) / (-3))|x = [5/3]",34
87,87,108,"(-1x + 2) = ((-3) + -4x)
","(-1x + 2) = ((-3) + -4x)
|((-1x + 2) - 2) = (((-3) + -4x) - 2)|(((-1x + 2) - 2) - -4x) = ((((-3) + -4x) - 2) - -4x)|((-1x + (2 - 2)) - -4x) = ((((-3) + -4x) - 2) - -4x)|((-1x + 0) - -4x) = ((((-3) + -4x) - 2) - -4x)|((-1x + 0) - -4x) = ((((-3) + -4x) - -4x) - 2)|((-1x + 0) - -4x) = (((-3) + (-4x - -4x)) - 2)|((-1x + 0) - -4x) = (((-3) + 0) - 2)|((-1x + 0) - -4x) = ((-3) - 2)|(-1x - -4x) = ((-3) - 2)|(((-1) - (-4)) * x) = ((-3) - 2)|3x = ((-3) - 2)|(x * 3) = ((-3) - 2)|((x * 3) / 3) = (((-3) - 2) / 3)|(x * (3 / 3)) = (((-3) - 2) / 3)|(x * 1) = (((-3) - 2) / 3)|x = (((-3) - 2) / 3)|x = ((-5) / 3)|x = ([-5/3])",34
88,88,109,"((-1) + 2) = 3x
","((-1) + 2) = 3x
|3x = ((-1) + 2)|(x * 3) = ((-1) + 2)|((x * 3) / 3) = (((-1) + 2) / 3)|(x * (3 / 3)) = (((-1) + 2) / 3)|(x * 1) = (((-1) + 2) / 3)|x = (((-1) + 2) / 3)|x = (1 / 3)|x = [1/3]",15
89,89,110,"((-1) + -2x) = (3 + 4x)
","((-1) + -2x) = (3 + 4x)
|(((-1) + -2x) - 4x) = ((3 + 4x) - 4x)|((3 + 4x) - 4x) = (((-1) + -2x) - 4x)|(3 + (4x - 4x)) = (((-1) + -2x) - 4x)|(3 + ((4 - 4) * x)) = (((-1) + -2x) - 4x)|(3 + ((4 - 4) * x)) = ((-1) + (-2x - 4x))|(3 + ((4 - 4) * x)) = ((-2x - 4x) + (-1))|(3 + ((4 - 4) * x)) = ((((-2) - 4) * x) + (-1))|(3 + (4x - 4x)) = ((((-2) - 4) * x) + (-1))|((3 + (4x - 4x)) - (-1)) = (((((-2) - 4) * x) + (-1)) - (-1))|((3 + 0) - (-1)) = (((((-2) - 4) * x) + (-1)) - (-1))|((3 + 0) - (-1)) = ((((-2) - 4) * x) + ((-1) - (-1)))|((3 + 0) - (-1)) = ((((-2) - 4) * x) + 0)|((((-2) - 4) * x) + 0) = ((3 + 0) - (-1))|((((-2) - 4) * x) + 0) = (3 - (-1))|(((-2) - 4) * x) = (3 - (-1))|-6x = (3 - (-1))|(x * (-6)) = (3 - (-1))|((x * (-6)) / (-6)) = ((3 - (-1)) / (-6))|(x * ((-6) / (-6))) = ((3 - (-1)) / (-6))|(x * 1) = ((3 - (-1)) / (-6))|x = ((3 - (-1)) / (-6))|x = (4 / (-6))|x = ([-2/3])",42
90,90,111,"-1x = (2 + 3)
","-1x = (2 + 3)
|(x * (-1)) = (2 + 3)|(x * (-1)) = 5|((x * (-1)) / (-1)) = (5 / (-1))|(x * ((-1) / (-1))) = (5 / (-1))|(x * 1) = (5 / (-1))|x = (5 / (-1))|x = (-5)",14
91,91,113,"(1 + 2x) = 3
","(1 + 2x) = 3
|(2x + 1) = 3|((2x + 1) - 1) = (3 - 1)|(2x + (1 - 1)) = (3 - 1)|(2x + 0) = (3 - 1)|2x = (3 - 1)|(x * 2) = (3 - 1)|(x * 2) = 2|((x * 2) / 2) = (2 / 2)|(x * (2 / 2)) = (2 / 2)|(x * 1) = (2 / 2)|x = (2 / 2)|x = 1",22
92,92,114,"(((-1) / x) * x) = 2x
","(((-1) / x) * x) = 2x
|((((-1) / x) * x) / 2) = (2x / 2)|((x * ((-1) / x)) / 2) = (2x / 2)|((x * ((-1) / x)) / 2) = ((x * 2) / 2)|(((x * (-1)) / x) / 2) = ((x * 2) / 2)|((-1x / x) / 2) = ((x * 2) / 2)|((x * 2) / 2) = ((-1x / x) / 2)|((x * 2) / 2) = (((-1) * (x / x)) / 2)|((x * 2) / 2) = (((-1) * 1) / 2)|((x * 2) / 2) = ((-1) / 2)|(x * (2 / 2)) = ((-1) / 2)|(x * 1) = ((-1) / 2)|x = ((-1) / 2)|x = ([-1/2])",22
93,93,115,"((-1) + 2x) = (-3)
","((-1) + 2x) = (-3)
|(((-1) + 2x) - (-1)) = ((-3) - (-1))|((2x + (-1)) - (-1)) = ((-3) - (-1))|(2x + ((-1) - (-1))) = ((-3) - (-1))|(2x + 0) = ((-3) - (-1))|2x = ((-3) - (-1))|(2x / 2) = (((-3) - (-1)) / 2)|((x * 2) / 2) = (((-3) - (-1)) / 2)|(x * (2 / 2)) = (((-3) - (-1)) / 2)|(x * 1) = (((-3) - (-1)) / 2)|x = (((-3) - (-1)) / 2)|x = ((-2) / 2)|x = (-1)",22
94,94,116,"(1 + 2x) = (-3x + 4)
","(1 + 2x) = (-3x + 4)
|(-3x + 4) = (1 + 2x)|((-3x + 4) - 4) = ((1 + 2x) - 4)|(-3x + (4 - 4)) = ((1 + 2x) - 4)|(-3x + 0) = ((1 + 2x) - 4)|((-3x + 0) - 2x) = (((1 + 2x) - 4) - 2x)|((-3x + 0) - 2x) = (((1 + 2x) - 2x) - 4)|((-3x + 0) - 2x) = ((1 + (2x - 2x)) - 4)|((-3x + 0) - 2x) = ((1 + 0) - 4)|(-3x - 2x) = ((1 + 0) - 4)|(((-3) - 2) * x) = ((1 + 0) - 4)|(((-3) - 2) * x) = (1 - 4)|-5x = (1 - 4)|(x * (-5)) = (1 - 4)|(x * (-5)) = (-3)|((x * (-5)) / (-5)) = ((-3) / (-5))|(x * ((-5) / (-5))) = ((-3) / (-5))|(x * 1) = ((-3) / (-5))|x = ((-3) / (-5))|x = [3/5]",35
95,95,117,"((-1) - 2) = (((3 / x) + 4) - 5)
","((-1) - 2) = (((3 / x) + 4) - 5)
|((-1) - 2) = ((4 + (3 / x)) - 5)|(-3) = ((4 + (3 / x)) - 5)|(-3) = (4 + ((3 / x) - 5))|(-3) = (4 + ((3 / x) + (-5)))|(-3) = (((3 / x) + (-5)) + 4)|(-3) = ((3 / x) + ((-5) + 4))|(-3) = ((3 / x) + (-1))|((-3) - (-1)) = (((3 / x) + (-1)) - (-1))|(-2) = (((3 / x) + (-1)) - (-1))|((-2) / (-2)) = ((((3 / x) + (-1)) - (-1)) / (-2))|(((-2) / (-2)) * x) = (((((3 / x) + (-1)) - (-1)) / (-2)) * x)|1x = (((((3 / x) + (-1)) - (-1)) / (-2)) * x)|x = (((((3 / x) + (-1)) - (-1)) / (-2)) * x)|x = ((((3 / x) + ((-1) - (-1))) / (-2)) * x)|x = ((((3 / x) + 0) / (-2)) * x)|x = (x * (((3 / x) + 0) / (-2)))|x = ((x * ((3 / x) + 0)) / (-2))|x = ((x * (3 / x)) / (-2))|x = (((x * 3) / x) / (-2))|x = ((3x / x) / (-2))|x = ((3 * (x / x)) / (-2))|x = ((3 * 1) / (-2))|x = (3 / (-2))|x = ([-3/2])",52
96,96,119,"(-1x + 2) = 3x
","(-1x + 2) = 3x
|((-1x + 2) - -1x) = (3x - -1x)|((-1x + 2) - -1x) = ((3 - (-1)) * x)|((2 + -1x) - -1x) = ((3 - (-1)) * x)|(2 + (-1x - -1x)) = ((3 - (-1)) * x)|((3 - (-1)) * x) = (2 + (-1x - -1x))|4x = (2 + (-1x - -1x))|(x * 4) = (2 + (-1x - -1x))|((x * 4) / 4) = ((2 + (-1x - -1x)) / 4)|((x * 4) / 4) = ((2 + 0) / 4)|(x * (4 / 4)) = ((2 + 0) / 4)|(x * 1) = ((2 + 0) / 4)|x = ((2 + 0) / 4)|x = (2 / 4)|x = [1/2]",27
97,97,120,"1 = (2 + 3x)
","1 = (2 + 3x)
|(1 - 2) = ((2 + 3x) - 2)|(1 - 2) = ((3x + 2) - 2)|((3x + 2) - 2) = (1 - 2)|(3x + (2 - 2)) = (1 - 2)|(3x + 0) = (1 - 2)|3x = (1 - 2)|(x * 3) = (1 - 2)|(x * 3) = (-1)|((x * 3) / 3) = ((-1) / 3)|(x * (3 / 3)) = ((-1) / 3)|(x * 1) = ((-1) / 3)|x = ((-1) / 3)|x = ([-1/3])",23
98,98,122,"-1x = (((-2) + 3x) + 4)
","-1x = (((-2) + 3x) + 4)
|-1x = (4 + ((-2) + 3x))|-1x = ((4 + (-2)) + 3x)|(-1x - 3x) = (((4 + (-2)) + 3x) - 3x)|(((-1) - 3) * x) = (((4 + (-2)) + 3x) - 3x)|-4x = (((4 + (-2)) + 3x) - 3x)|-4x = ((4 + (-2)) + (3x - 3x))|-4x = ((4 + (-2)) + 0)|(-4x / (-4)) = (((4 + (-2)) + 0) / (-4))|((x * (-4)) / (-4)) = (((4 + (-2)) + 0) / (-4))|(x * ((-4) / (-4))) = (((4 + (-2)) + 0) / (-4))|(x * 1) = (((4 + (-2)) + 0) / (-4))|x = (((4 + (-2)) + 0) / (-4))|x = ((2 + 0) / (-4))|x = (2 / (-4))|x = ([-1/2])",30
99,99,123,"(-1) = ((-2) + 3x)
","(-1) = ((-2) + 3x)
|((-1) - (-2)) = (((-2) + 3x) - (-2))|((-1) - (-2)) = ((3x + (-2)) - (-2))|((-1) - (-2)) = (3x + ((-2) - (-2)))|((-1) - (-2)) = ((x * 3) + ((-2) - (-2)))|(((-1) - (-2)) / 3) = (((x * 3) + ((-2) - (-2))) / 3)|(((-1) - (-2)) / 3) = (((x * 3) + 0) / 3)|(((x * 3) + 0) / 3) = (((-1) - (-2)) / 3)|((x * 3) / 3) = (((-1) - (-2)) / 3)|(x * (3 / 3)) = (((-1) - (-2)) / 3)|(x * 1) = (((-1) - (-2)) / 3)|x = (((-1) - (-2)) / 3)|x = (1 / 3)|x = [1/3]",23
100,100,124,"(1x + 2) = (-3)
","(1x + 2) = (-3)
|((1x + 2) - 2) = ((-3) - 2)|(1x + (2 - 2)) = ((-3) - 2)|(1x + 0) = ((-3) - 2)|(1x + 0) = (-5)|1x = (-5)|x = (-5)",11
101,101,125,"(-1) = ((2 / x) + (-3))
","(-1) = ((2 / x) + (-3))
|((-1) - (-3)) = (((2 / x) + (-3)) - (-3))|2 = (((2 / x) + (-3)) - (-3))|(2 / 2) = ((((2 / x) + (-3)) - (-3)) / 2)|((2 / 2) * x) = (((((2 / x) + (-3)) - (-3)) / 2) * x)|1x = (((((2 / x) + (-3)) - (-3)) / 2) * x)|x = (((((2 / x) + (-3)) - (-3)) / 2) * x)|x = ((((2 / x) + ((-3) - (-3))) / 2) * x)|x = ((((2 / x) + 0) / 2) * x)|x = (((2 / x) / 2) * x)|x = (x * ((2 / x) / 2))|x = ((x * (2 / x)) / 2)|x = (((x * 2) / x) / 2)|x = ((2x / x) / 2)|x = ((2 * (x / x)) / 2)|x = ((2 * 1) / 2)|x = (2 / 2)|x = 1",38
102,102,126,"(1x + 2) = (-3x + (-4))
","(1x + 2) = (-3x + (-4))
|((1x + 2) - 2) = ((-3x + (-4)) - 2)|(1x + (2 - 2)) = ((-3x + (-4)) - 2)|(1x + (2 - 2)) = (((-4) + -3x) - 2)|((1x + (2 - 2)) - -3x) = ((((-4) + -3x) - 2) - -3x)|((1x + 0) - -3x) = ((((-4) + -3x) - 2) - -3x)|((1x + 0) - -3x) = ((((-4) + -3x) - -3x) - 2)|((1x + 0) - -3x) = (((-4) + (-3x - -3x)) - 2)|((1x + 0) - -3x) = (((-4) + 0) - 2)|((1x + 0) - -3x) = ((-4) - 2)|(1x - -3x) = ((-4) - 2)|((1 - (-3)) * x) = ((-4) - 2)|4x = ((-4) - 2)|(4x / 4) = (((-4) - 2) / 4)|((x * 4) / 4) = (((-4) - 2) / 4)|(x * (4 / 4)) = (((-4) - 2) / 4)|(x * 1) = (((-4) - 2) / 4)|x = (((-4) - 2) / 4)|x = ((-6) / 4)|x = ([-3/2])",34
103,103,127,"1 = (2x / 3)
","1 = (2x / 3)
|(2x / 3) = 1|((x * 2) / 3) = 1|(x * (2 / 3)) = 1|(x * [2/3]) = 1|((x * [2/3]) / [2/3]) = (1 / [2/3])|(x * ([2/3] / [2/3])) = (1 / [2/3])|(x * 1) = (1 / [2/3])|x = (1 / [2/3])|x = [3/2]",21
104,104,128,"(-1x + 2) = (3 + 4x)
","(-1x + 2) = (3 + 4x)
|((-1x + 2) - 2) = ((3 + 4x) - 2)|(((-1x + 2) - 2) - 4x) = (((3 + 4x) - 2) - 4x)|((-1x + (2 - 2)) - 4x) = (((3 + 4x) - 2) - 4x)|((-1x + 0) - 4x) = (((3 + 4x) - 2) - 4x)|((-1x + 0) - 4x) = (((4x + 3) - 2) - 4x)|((-1x + 0) - 4x) = ((4x + (3 - 2)) - 4x)|((-1x + 0) - 4x) = (((3 - 2) + 4x) - 4x)|((-1x + 0) - 4x) = ((3 - 2) + (4x - 4x))|((-1x + 0) - 4x) = ((3 - 2) + 0)|(-1x - 4x) = ((3 - 2) + 0)|(-1x - 4x) = (3 - 2)|(((-1) - 4) * x) = (3 - 2)|-5x = (3 - 2)|(x * (-5)) = (3 - 2)|(x * (-5)) = 1|((x * (-5)) / (-5)) = (1 / (-5))|(x * ((-5) / (-5))) = (1 / (-5))|(x * 1) = (1 / (-5))|x = (1 / (-5))|x = ([-1/5])",38
105,105,129,"1 = (2x - 3x)
","1 = (2x - 3x)
|1 = ((2 - 3) * x)|((2 - 3) * x) = 1|-1x = 1|(-1x * (-1)) = (1 * (-1))|((x * (-1)) * (-1)) = (1 * (-1))|(x * ((-1) * (-1))) = (1 * (-1))|(x * 1) = (1 * (-1))|x = (1 * (-1))|x = (-1)",22
106,106,130,"1 = ((-2) + ((-3) / x))
","1 = ((-2) + ((-3) / x))
|1 = (((-3) / x) + (-2))|(1 - (-2)) = ((((-3) / x) + (-2)) - (-2))|3 = ((((-3) / x) + (-2)) - (-2))|(3 / 3) = (((((-3) / x) + (-2)) - (-2)) / 3)|((3 / 3) * x) = ((((((-3) / x) + (-2)) - (-2)) / 3) * x)|1x = ((((((-3) / x) + (-2)) - (-2)) / 3) * x)|x = ((((((-3) / x) + (-2)) - (-2)) / 3) * x)|x = (((((-3) / x) + ((-2) - (-2))) / 3) * x)|x = (((((-3) / x) + 0) / 3) * x)|x = ((((-3) / x) / 3) * x)|x = (x * (((-3) / x) / 3))|x = ((x * ((-3) / x)) / 3)|x = (((x * (-3)) / x) / 3)|x = ((-3x / x) / 3)|x = (((-3) * (x / x)) / 3)|x = (((-3) * 1) / 3)|x = ((-3) / 3)|x = (-1)",39
107,107,131,"(1 - 2x) = -3x
","(1 - 2x) = -3x
|(1 + -2x) = -3x|((1 + -2x) - -2x) = (-3x - -2x)|((1 + -2x) - -2x) = (((-3) - (-2)) * x)|(((-3) - (-2)) * x) = ((1 + -2x) - -2x)|(((-3) - (-2)) * x) = (1 + (-2x - -2x))|(((-3) - (-2)) * x) = (1 + 0)|-1x = (1 + 0)|(x * (-1)) = (1 + 0)|(x * (-1)) = 1|((x * (-1)) / (-1)) = (1 / (-1))|(x * ((-1) / (-1))) = (1 / (-1))|(x * 1) = (1 / (-1))|x = (1 / (-1))|x = (-1)",27
108,108,132,"(1 + ((-2) / x)) = (-3)
","(1 + ((-2) / x)) = (-3)
|(((-2) / x) + 1) = (-3)|((((-2) / x) + 1) - 1) = ((-3) - 1)|((((-2) / x) + 1) - 1) = (-4)|(((((-2) / x) + 1) - 1) / (-4)) = ((-4) / (-4))|((((((-2) / x) + 1) - 1) / (-4)) * x) = (((-4) / (-4)) * x)|(((((-2) / x) + (1 - 1)) / (-4)) * x) = (((-4) / (-4)) * x)|(x * ((((-2) / x) + (1 - 1)) / (-4))) = (((-4) / (-4)) * x)|(x * ((((-2) / x) + 0) / (-4))) = (((-4) / (-4)) * x)|((x * (((-2) / x) + 0)) / (-4)) = (((-4) / (-4)) * x)|((x * ((-2) / x)) / (-4)) = (((-4) / (-4)) * x)|((x * ((-2) / x)) / (-4)) = 1x|(((x * (-2)) / x) / (-4)) = 1x|((-2x / x) / (-4)) = 1x|(((-2) * (x / x)) / (-4)) = 1x|(((-2) * (x / x)) / (-4)) = x|x = (((-2) * (x / x)) / (-4))|x = (((-2) * 1) / (-4))|x = ((-2) / (-4))|x = [1/2]",45
109,109,133,"x = ((1 + 2) / 3)
","x = ((1 + 2) / 3)
|x = (3 / 3)|x = 1",5
110,110,134,"(-1) = ((-2) + -3x)
","(-1) = ((-2) + -3x)
|((-1) - (-2)) = (((-2) + -3x) - (-2))|((-1) - (-2)) = ((-3x + (-2)) - (-2))|((-1) - (-2)) = (-3x + ((-2) - (-2)))|((-1) - (-2)) = ((x * (-3)) + ((-2) - (-2)))|(((-1) - (-2)) / (-3)) = (((x * (-3)) + ((-2) - (-2))) / (-3))|(((-1) - (-2)) / (-3)) = (((x * (-3)) + 0) / (-3))|(((-1) - (-2)) / (-3)) = ((x * (-3)) / (-3))|((x * (-3)) / (-3)) = (((-1) - (-2)) / (-3))|((x * (-3)) / (-3)) = (1 / (-3))|(x * ((-3) / (-3))) = (1 / (-3))|(x * 1) = (1 / (-3))|x = (1 / (-3))|x = ([-1/3])",22
111,111,135,"(1 + (2 / x)) = 3
","(1 + (2 / x)) = 3
|((2 / x) + 1) = 3|(((2 / x) + 1) - 1) = (3 - 1)|(((2 / x) + 1) - 1) = 2|((2 / x) + (1 - 1)) = 2|((2 / x) + 0) = 2|(2 / x) = 2|((2 / x) / 2) = (2 / 2)|(((2 / x) / 2) * x) = ((2 / 2) * x)|(((2 / x) / 2) * x) = 1x|(x * ((2 / x) / 2)) = 1x|((x * (2 / x)) / 2) = 1x|((x * (2 / x)) / 2) = x|x = ((x * (2 / x)) / 2)|x = (((x * 2) / x) / 2)|x = ((2x / x) / 2)|x = ((2 * (x / x)) / 2)|x = ((2 * 1) / 2)|x = (2 / 2)|x = 1",45
112,112,137,"((1 + 2x) + 3) = 4x
","((1 + 2x) + 3) = 4x
|(((1 + 2x) + 3) - 2x) = (4x - 2x)|(((1 + 2x) + 3) - 2x) = ((4 - 2) * x)|((3 + (1 + 2x)) - 2x) = ((4 - 2) * x)|(((3 + 1) + 2x) - 2x) = ((4 - 2) * x)|((4 - 2) * x) = (((3 + 1) + 2x) - 2x)|2x = (((3 + 1) + 2x) - 2x)|2x = ((3 + 1) + (2x - 2x))|2x = ((3 + 1) + 0)|(2x / 2) = (((3 + 1) + 0) / 2)|((x * 2) / 2) = (((3 + 1) + 0) / 2)|(x * (2 / 2)) = (((3 + 1) + 0) / 2)|(x * 1) = (((3 + 1) + 0) / 2)|x = (((3 + 1) + 0) / 2)|x = ((4 + 0) / 2)|x = (4 / 2)|x = 2",33
113,113,138,"(1 + 2x) = (3 + 4x)
","(1 + 2x) = (3 + 4x)
|((1 + 2x) - 2x) = ((3 + 4x) - 2x)|((3 + 4x) - 2x) = ((1 + 2x) - 2x)|((3 + 4x) - 2x) = (1 + (2x - 2x))|((3 + 4x) - 2x) = (1 + 0)|(3 + (4x - 2x)) = (1 + 0)|((4x - 2x) + 3) = (1 + 0)|(((4x - 2x) + 3) - 3) = ((1 + 0) - 3)|((((4 - 2) * x) + 3) - 3) = ((1 + 0) - 3)|((((4 - 2) * x) + 3) - 3) = (1 - 3)|(((4 - 2) * x) + (3 - 3)) = (1 - 3)|(((4 - 2) * x) + 0) = (1 - 3)|((4 - 2) * x) = (1 - 3)|2x = (1 - 3)|(x * 2) = (1 - 3)|(x * 2) = (-2)|((x * 2) / 2) = ((-2) / 2)|(x * (2 / 2)) = ((-2) / 2)|(x * 1) = ((-2) / 2)|x = ((-2) / 2)|x = (-1)",39
114,114,139,"1x = ((-2) - 3x)
","1x = ((-2) - 3x)
|1x = ((-2) + -3x)|(1x - -3x) = (((-2) + -3x) - -3x)|((1 - (-3)) * x) = (((-2) + -3x) - -3x)|4x = (((-2) + -3x) - -3x)|4x = ((-2) + (-3x - -3x))|(x * 4) = ((-2) + (-3x - -3x))|((x * 4) / 4) = (((-2) + (-3x - -3x)) / 4)|((x * 4) / 4) = (((-2) + 0) / 4)|(x * (4 / 4)) = (((-2) + 0) / 4)|(x * 1) = (((-2) + 0) / 4)|x = (((-2) + 0) / 4)|x = ((-2) / 4)|x = ([-1/2])",25
115,115,141,"(((-1) - 2x) + 3) = -4x
","(((-1) - 2x) + 3) = -4x
|(3 + ((-1) - 2x)) = -4x|((3 + (-1)) - 2x) = -4x|-4x = ((3 + (-1)) - 2x)|-4x = ((3 + (-1)) + -2x)|(-4x - -2x) = (((3 + (-1)) + -2x) - -2x)|(((-4) - (-2)) * x) = (((3 + (-1)) + -2x) - -2x)|(((-4) - (-2)) * x) = ((3 + (-1)) + (-2x - -2x))|(((-4) - (-2)) * x) = ((3 + (-1)) + 0)|-2x = ((3 + (-1)) + 0)|(x * (-2)) = ((3 + (-1)) + 0)|((x * (-2)) / (-2)) = (((3 + (-1)) + 0) / (-2))|(x * ((-2) / (-2))) = (((3 + (-1)) + 0) / (-2))|(x * 1) = (((3 + (-1)) + 0) / (-2))|x = (((3 + (-1)) + 0) / (-2))|x = ((2 + 0) / (-2))|x = (2 / (-2))|x = (-1)",36
